"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 03 17:44:48 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","26163","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"broken","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:48 GMT 2021","26089","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest2","SearchPagesTest2()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","0","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"skipped","Tue Aug 03 17:44:22 GMT 2021","Tue Aug 03 17:44:22 GMT 2021","1","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest","SearchPagesTest()",""
"skipped","Tue Aug 03 17:45:14 GMT 2021","Tue Aug 03 17:45:14 GMT 2021","0","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
