"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 20:15:07 GMT 2021","Fri Aug 06 20:15:07 GMT 2021","137","","homepage.HomePageTest","","homepage.HomePageTest","SearchRepeatedData","SearchRepeatedData()",""
"broken","Fri Aug 06 20:15:07 GMT 2021","Fri Aug 06 20:15:07 GMT 2021","155","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"broken","Fri Aug 06 20:15:08 GMT 2021","Fri Aug 06 20:15:08 GMT 2021","136","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesResultCheck","SearchMorePagesResultCheck()",""
"broken","Fri Aug 06 20:15:09 GMT 2021","Fri Aug 06 20:15:09 GMT 2021","186","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"broken","Fri Aug 06 20:15:07 GMT 2021","Fri Aug 06 20:15:07 GMT 2021","152","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"broken","Fri Aug 06 20:15:07 GMT 2021","Fri Aug 06 20:15:07 GMT 2021","144","","homepage.HomePageTest","","homepage.HomePageTest","SearchInputClearModifyData","SearchInputClearModifyData()",""
"broken","Fri Aug 06 20:15:08 GMT 2021","Fri Aug 06 20:15:09 GMT 2021","151","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesTest2","SearchMorePagesTest2()",""
"broken","Fri Aug 06 20:15:08 GMT 2021","Fri Aug 06 20:15:08 GMT 2021","162","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"broken","Fri Aug 06 20:15:09 GMT 2021","Fri Aug 06 20:15:09 GMT 2021","155","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestSearchField2","SearchPagesTestSearchField2()",""
"broken","Fri Aug 06 20:15:06 GMT 2021","Fri Aug 06 20:15:06 GMT 2021","167","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"broken","Fri Aug 06 20:15:05 GMT 2021","Fri Aug 06 20:15:06 GMT 2021","692","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"broken","Fri Aug 06 20:15:06 GMT 2021","Fri Aug 06 20:15:07 GMT 2021","207","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"broken","Fri Aug 06 20:15:09 GMT 2021","Fri Aug 06 20:15:09 GMT 2021","168","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"broken","Fri Aug 06 20:15:07 GMT 2021","Fri Aug 06 20:15:08 GMT 2021","136","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"broken","Fri Aug 06 20:15:08 GMT 2021","Fri Aug 06 20:15:08 GMT 2021","144","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"broken","Fri Aug 06 20:15:08 GMT 2021","Fri Aug 06 20:15:08 GMT 2021","143","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"broken","Fri Aug 06 20:15:10 GMT 2021","Fri Aug 06 20:15:10 GMT 2021","147","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestSummaryCheck","PrivacyTestSummaryCheck()",""
"broken","Fri Aug 06 20:15:08 GMT 2021","Fri Aug 06 20:15:08 GMT 2021","156","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
"broken","Fri Aug 06 20:15:10 GMT 2021","Fri Aug 06 20:15:10 GMT 2021","204","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"broken","Fri Aug 06 20:15:07 GMT 2021","Fri Aug 06 20:15:07 GMT 2021","136","","homepage.HomePageTest","","homepage.HomePageTest","SearchRepeatedDataCheckedWithAllData","SearchRepeatedDataCheckedWithAllData()",""
"broken","Fri Aug 06 20:15:09 GMT 2021","Fri Aug 06 20:15:09 GMT 2021","136","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"broken","Fri Aug 06 20:15:06 GMT 2021","Fri Aug 06 20:15:06 GMT 2021","153","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
"broken","Fri Aug 06 20:15:09 GMT 2021","Fri Aug 06 20:15:10 GMT 2021","159","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest2","LogoutTest2()",""
"broken","Fri Aug 06 20:15:10 GMT 2021","Fri Aug 06 20:15:10 GMT 2021","133","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestVersionCheck","PrivacyTestVersionCheck()",""
"broken","Fri Aug 06 20:15:09 GMT 2021","Fri Aug 06 20:15:09 GMT 2021","206","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestListCheck2","SearchPagesTestListCheck2()",""
