"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 03 20:21:28 GMT 2021","Tue Aug 03 20:21:49 GMT 2021","21670","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"passed","Tue Aug 03 20:24:16 GMT 2021","Tue Aug 03 20:24:22 GMT 2021","5380","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"passed","Tue Aug 03 20:24:26 GMT 2021","Tue Aug 03 20:24:31 GMT 2021","4991","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"passed","Tue Aug 03 20:21:23 GMT 2021","Tue Aug 03 20:21:24 GMT 2021","1249","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"broken","Tue Aug 03 20:21:49 GMT 2021","Tue Aug 03 20:22:11 GMT 2021","21444","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"passed","Tue Aug 03 20:21:26 GMT 2021","Tue Aug 03 20:21:28 GMT 2021","1112","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"passed","Tue Aug 03 20:21:20 GMT 2021","Tue Aug 03 20:21:21 GMT 2021","1465","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
"passed","Tue Aug 03 20:21:24 GMT 2021","Tue Aug 03 20:21:25 GMT 2021","1027","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"passed","Tue Aug 03 20:22:16 GMT 2021","Tue Aug 03 20:24:09 GMT 2021","113289","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
"passed","Tue Aug 03 20:24:09 GMT 2021","Tue Aug 03 20:24:16 GMT 2021","6928","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest2","SearchPagesTest2()",""
"passed","Tue Aug 03 20:24:22 GMT 2021","Tue Aug 03 20:24:26 GMT 2021","4204","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"passed","Tue Aug 03 20:21:25 GMT 2021","Tue Aug 03 20:21:26 GMT 2021","1444","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"passed","Tue Aug 03 20:21:18 GMT 2021","Tue Aug 03 20:21:20 GMT 2021","1866","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"skipped","Tue Aug 03 20:24:22 GMT 2021","Tue Aug 03 20:24:22 GMT 2021","0","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"passed","Tue Aug 03 20:22:11 GMT 2021","Tue Aug 03 20:22:16 GMT 2021","5193","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest","SearchPagesTest()",""
"passed","Tue Aug 03 20:21:13 GMT 2021","Tue Aug 03 20:21:18 GMT 2021","4901","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"passed","Tue Aug 03 20:21:21 GMT 2021","Tue Aug 03 20:21:23 GMT 2021","1692","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
