"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 21:19:12 GMT 2021","Fri Aug 06 21:19:13 GMT 2021","139","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest2","LogoutTest2()",""
"broken","Fri Aug 06 21:19:13 GMT 2021","Fri Aug 06 21:19:13 GMT 2021","141","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"broken","Fri Aug 06 21:19:09 GMT 2021","Fri Aug 06 21:19:10 GMT 2021","152","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"broken","Fri Aug 06 21:19:09 GMT 2021","Fri Aug 06 21:19:09 GMT 2021","206","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
"broken","Fri Aug 06 21:19:12 GMT 2021","Fri Aug 06 21:19:12 GMT 2021","163","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestSearchField2","SearchPagesTestSearchField2()",""
"broken","Fri Aug 06 21:19:12 GMT 2021","Fri Aug 06 21:19:12 GMT 2021","215","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"broken","Fri Aug 06 21:19:08 GMT 2021","Fri Aug 06 21:19:09 GMT 2021","799","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"broken","Fri Aug 06 21:19:10 GMT 2021","Fri Aug 06 21:19:10 GMT 2021","151","","homepage.HomePageTest","","homepage.HomePageTest","SearchRepeatedData","SearchRepeatedData()",""
"broken","Fri Aug 06 21:19:12 GMT 2021","Fri Aug 06 21:19:12 GMT 2021","144","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"broken","Fri Aug 06 21:19:10 GMT 2021","Fri Aug 06 21:19:10 GMT 2021","149","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"broken","Fri Aug 06 21:19:12 GMT 2021","Fri Aug 06 21:19:12 GMT 2021","173","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestListCheck2","SearchPagesTestListCheck2()",""
"broken","Fri Aug 06 21:19:10 GMT 2021","Fri Aug 06 21:19:11 GMT 2021","161","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"broken","Fri Aug 06 21:19:10 GMT 2021","Fri Aug 06 21:19:10 GMT 2021","145","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"broken","Fri Aug 06 21:19:10 GMT 2021","Fri Aug 06 21:19:10 GMT 2021","145","","homepage.HomePageTest","","homepage.HomePageTest","SearchRepeatedDataCheckedWithAllData","SearchRepeatedDataCheckedWithAllData()",""
"broken","Fri Aug 06 21:19:11 GMT 2021","Fri Aug 06 21:19:11 GMT 2021","170","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"broken","Fri Aug 06 21:19:13 GMT 2021","Fri Aug 06 21:19:13 GMT 2021","205","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestSummaryCheck","PrivacyTestSummaryCheck()",""
"broken","Fri Aug 06 21:19:11 GMT 2021","Fri Aug 06 21:19:12 GMT 2021","230","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesTest2","SearchMorePagesTest2()",""
"broken","Fri Aug 06 21:19:09 GMT 2021","Fri Aug 06 21:19:09 GMT 2021","208","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"broken","Fri Aug 06 21:19:10 GMT 2021","Fri Aug 06 21:19:10 GMT 2021","209","","homepage.HomePageTest","","homepage.HomePageTest","SearchInputClearModifyData","SearchInputClearModifyData()",""
"broken","Fri Aug 06 21:19:09 GMT 2021","Fri Aug 06 21:19:09 GMT 2021","155","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"broken","Fri Aug 06 21:19:11 GMT 2021","Fri Aug 06 21:19:11 GMT 2021","149","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"broken","Fri Aug 06 21:19:11 GMT 2021","Fri Aug 06 21:19:11 GMT 2021","142","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesResultCheck","SearchMorePagesResultCheck()",""
"broken","Fri Aug 06 21:19:13 GMT 2021","Fri Aug 06 21:19:13 GMT 2021","134","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestVersionCheck","PrivacyTestVersionCheck()",""
"broken","Fri Aug 06 21:19:12 GMT 2021","Fri Aug 06 21:19:12 GMT 2021","165","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"broken","Fri Aug 06 21:19:11 GMT 2021","Fri Aug 06 21:19:11 GMT 2021","213","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
