"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 21:32:00 GMT 2021","Tue Aug 03 21:32:06 GMT 2021","5724","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"passed","Tue Aug 03 21:29:50 GMT 2021","Tue Aug 03 21:31:53 GMT 2021","123508","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
"skipped","Tue Aug 03 21:32:06 GMT 2021","Tue Aug 03 21:32:06 GMT 2021","0","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"broken","Tue Aug 03 21:29:02 GMT 2021","Tue Aug 03 21:29:24 GMT 2021","21585","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"passed","Tue Aug 03 21:28:56 GMT 2021","Tue Aug 03 21:28:57 GMT 2021","1782","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"passed","Tue Aug 03 21:28:59 GMT 2021","Tue Aug 03 21:29:00 GMT 2021","1050","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"passed","Tue Aug 03 21:32:06 GMT 2021","Tue Aug 03 21:32:11 GMT 2021","4979","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"passed","Tue Aug 03 21:28:47 GMT 2021","Tue Aug 03 21:28:52 GMT 2021","5229","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"passed","Tue Aug 03 21:28:57 GMT 2021","Tue Aug 03 21:28:59 GMT 2021","1229","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"passed","Tue Aug 03 21:28:54 GMT 2021","Tue Aug 03 21:28:56 GMT 2021","1497","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
"passed","Tue Aug 03 21:32:11 GMT 2021","Tue Aug 03 21:32:16 GMT 2021","5421","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"broken","Tue Aug 03 21:29:24 GMT 2021","Tue Aug 03 21:29:45 GMT 2021","21590","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"passed","Tue Aug 03 21:29:45 GMT 2021","Tue Aug 03 21:29:50 GMT 2021","4138","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest","SearchPagesTest()",""
"passed","Tue Aug 03 21:28:52 GMT 2021","Tue Aug 03 21:28:54 GMT 2021","1863","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"passed","Tue Aug 03 21:29:00 GMT 2021","Tue Aug 03 21:29:01 GMT 2021","1331","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"passed","Tue Aug 03 21:29:01 GMT 2021","Tue Aug 03 21:29:02 GMT 2021","1127","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"passed","Tue Aug 03 21:31:53 GMT 2021","Tue Aug 03 21:32:00 GMT 2021","7259","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest2","SearchPagesTest2()",""
