"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 14:47:24 GMT 2021","Tue Aug 03 14:47:30 GMT 2021","6029","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"passed","Tue Aug 03 14:44:32 GMT 2021","Tue Aug 03 14:44:33 GMT 2021","1030","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"passed","Tue Aug 03 14:44:31 GMT 2021","Tue Aug 03 14:44:32 GMT 2021","1419","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"passed","Tue Aug 03 14:44:25 GMT 2021","Tue Aug 03 14:44:27 GMT 2021","1524","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
"passed","Tue Aug 03 14:46:57 GMT 2021","Tue Aug 03 14:47:03 GMT 2021","6010","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest2","SearchPagesTest2()",""
"passed","Tue Aug 03 14:44:28 GMT 2021","Tue Aug 03 14:44:30 GMT 2021","1297","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"passed","Tue Aug 03 14:45:19 GMT 2021","Tue Aug 03 14:46:57 GMT 2021","98037","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
"passed","Tue Aug 03 14:45:16 GMT 2021","Tue Aug 03 14:45:19 GMT 2021","3584","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTest","SearchPagesTest()",""
"broken","Tue Aug 03 14:44:33 GMT 2021","Tue Aug 03 14:44:54 GMT 2021","21361","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"passed","Tue Aug 03 14:44:18 GMT 2021","Tue Aug 03 14:44:23 GMT 2021","4754","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"broken","Tue Aug 03 14:47:08 GMT 2021","Tue Aug 03 14:47:20 GMT 2021","11314","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"passed","Tue Aug 03 14:44:23 GMT 2021","Tue Aug 03 14:44:25 GMT 2021","2129","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"passed","Tue Aug 03 14:44:27 GMT 2021","Tue Aug 03 14:44:28 GMT 2021","1593","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"passed","Tue Aug 03 14:47:20 GMT 2021","Tue Aug 03 14:47:24 GMT 2021","4373","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"broken","Tue Aug 03 14:44:54 GMT 2021","Tue Aug 03 14:45:16 GMT 2021","21270","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"passed","Tue Aug 03 14:47:03 GMT 2021","Tue Aug 03 14:47:08 GMT 2021","4839","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"passed","Tue Aug 03 14:44:30 GMT 2021","Tue Aug 03 14:44:31 GMT 2021","1013","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
