"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 02 21:11:43 GMT 2021","Mon Aug 02 21:11:45 GMT 2021","1745","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"passed","Mon Aug 02 21:11:31 GMT 2021","Mon Aug 02 21:11:39 GMT 2021","8179","","loginpage.LoginPageTest","","loginpage.LoginPageTest","loginCheck","loginCheck()",""
"broken","Mon Aug 02 21:12:11 GMT 2021","Mon Aug 02 21:12:33 GMT 2021","21549","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"passed","Mon Aug 02 21:14:18 GMT 2021","Mon Aug 02 21:14:23 GMT 2021","5807","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesListCheck","SearchMorePagesListCheck()",""
"passed","Mon Aug 02 21:11:47 GMT 2021","Mon Aug 02 21:11:49 GMT 2021","1141","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"broken","Mon Aug 02 21:14:23 GMT 2021","Mon Aug 02 21:14:35 GMT 2021","11209","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"passed","Mon Aug 02 21:14:35 GMT 2021","Mon Aug 02 21:14:39 GMT 2021","4184","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","SaveToFile()",""
"passed","Mon Aug 02 21:14:39 GMT 2021","Mon Aug 02 21:14:43 GMT 2021","4615","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","LogoutTest()",""
"broken","Mon Aug 02 21:11:50 GMT 2021","Mon Aug 02 21:12:11 GMT 2021","21385","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"passed","Mon Aug 02 21:11:40 GMT 2021","Mon Aug 02 21:11:42 GMT 2021","2263","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","invalidLoginCheck()",""
"passed","Mon Aug 02 21:11:49 GMT 2021","Mon Aug 02 21:11:50 GMT 2021","1118","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","PrivacyPolicyUse()",""
"passed","Mon Aug 02 21:11:46 GMT 2021","Mon Aug 02 21:11:47 GMT 2021","1351","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"passed","Mon Aug 02 21:11:45 GMT 2021","Mon Aug 02 21:11:46 GMT 2021","1187","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"passed","Mon Aug 02 21:12:33 GMT 2021","Mon Aug 02 21:14:18 GMT 2021","104831","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","testDataList()",""
"passed","Mon Aug 02 21:11:42 GMT 2021","Mon Aug 02 21:11:43 GMT 2021","1359","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogIn","ZeroLogIn()",""
